Instance,SBS_Prediction
0,0.7298333600899999
1,0.7903873927369998
10,0.7804297026465001
100,0.7668671755205003
101,0.7905769895815007
102,0.7901342916350005
103,0.7616336356635004
104,0.7470041006435006
105,0.729264158068
106,0.7117984840795002
107,0.7127801329005
108,0.7225420768719993
109,0.7377249836514997
11,0.7685863970874998
110,0.7858397859159999
111,0.7738650748414997
112,0.7745325873535001
113,0.7545808692814999
114,0.7436561878674998
115,0.7437241738019995
116,0.7397148218504994
117,0.7453831111144997
118,0.735937552359
119,0.7371170334099996
12,0.738002214734
120,0.7300894668845
121,0.7373426836534999
122,0.7499777968520003
123,0.7520281940865005
124,0.7584974399205002
125,0.7694578715319998
126,0.7543993141544998
127,0.7635953532340003
128,0.7594924556370004
129,0.7699937517835003
13,0.7795330056230004
130,0.7613554754600002
131,0.7528400900749999
132,0.747158109977
133,0.770648603084
134,0.7522953772949998
135,0.7707133359475
136,0.8085406445055
137,0.7922830467764994
138,0.7824723038459994
139,0.7698862529544995
14,0.7777297657494995
140,0.8063411037859999
141,0.8151895702100004
142,0.81833928925
143,0.8149514648854003
144,0.79985592505145
145,0.8126041881735502
146,0.8047436202991003
147,0.8079076165228498
148,0.7991075509248498
149,0.8060329330701995
15,0.8145533596652501
150,0.8115101128288498
151,0.8103532059812999
152,0.8174801493145
153,0.8023905443473498
154,0.8006533132363499
155,0.80742763098895
156,0.81489799529335
157,0.8068563328908498
158,0.80162518818355
159,0.8110257494689
16,0.801957081982199
160,0.8241068972421002
161,0.8039641068959001
162,0.8127810159786496
163,0.8176964460690002
164,0.8177642003417998
